epoch       	ep_ret      	ep_tx       	newbytes    	ep_delay   	ep_delay_normal   	ep_throu   
28	21.728847135741862	387313001.37303585	493061043.5091716	0.0	0	369370.4618196829
29	26.624753613413912	504074156.9800776	449951502.0932696	0.0	0	480722.57707603247
30	23.613369524658413	471314015.5594048	492448994.51182866	0.0	0	449480.07160129986
31	23.200692576297293	490971165.7176843	427996782.1813448	0.0	0	468226.5908409924
32	24.465311553812498	458896598.85663193	547811714.7604489	0.0	0	437637.90021575167
33	25.308784136694463	438393888.5369902	521943841.60319716	0.0	0	418084.9919671918
34	25.32136775779577	485298818.8338315	440002864.15406066	0.0	0	462817.0193041148
35	24.599348334172483	493409018.79123753	459179031.873624	0.0	0	470551.50870441215
36	22.643146620626396	430199358.87004983	534222639.2911882	0.0	0	410270.07948880177
37	29.845431469597656	465829451.10980004	495165860.4244194	0.0	0	444249.5833490373
38	26.30346977436193	509008377.98489726	612941664.0569308	0.0	0	485428.21691980085
39	26.149444565088153	466003663.44616127	506147031.4302275	0.0	0	444415.72517982573
40	24.901445269664723	416932220.1902453	566961938.1911094	0.0	0	397617.55007767223
41	25.467840566730896	516922037.1527797	428683065.1180774	0.0	0	492975.27041700325
42	26.151214446770673	449102788.320258	591536135.3378122	0.0	0	428297.79464746296
43	20.347544667534393	461321227.82859033	533244282.09228796	0.0	0	439950.20659312274
44	25.765098466839127	498812306.51329184	465223118.386893	0.0	0	475704.48542908847
45	25.282803228568767	520254391.59571743	473103812.311791	0.0	0	496153.2512623951
46	24.383747874002367	491402696.6778301	462719224.90332305	0.0	0	468638.1308344173
47	23.725999005855055	436805456.94939446	492338844.61885595	0.0	0	416570.1455587335
48	24.215479504578536	494804619.6713163	548484330.3503199	0.0	0	471882.457419697
49	25.272064296827427	486980222.14350986	468267447.022434	0.0	0	464420.53045607556
50	20.589297776291108	417443643.8726093	553218806.7471937	0.0	0	398105.28170834476
51	22.33923466623139	449704676.02389747	533680786.9545532	0.0	0	428871.79949178454
52	23.054699669036285	458435921.7608412	534351549.3856166	0.0	0	437198.56430133915
53	20.252577006733944	513193094.18544036	387937856.0225698	0.0	0	489419.0732817082
54	23.46382864589969	468537674.66230905	483274555.0486438	0.0	0	446832.34659415146
55	24.08298463835385	519714240.6698847	521998252.83010983	0.0	0	495638.1231974456
56	18.712230793673353	364661702.0202869	513437799.7172477	0.0	0	347768.4993937367
57	26.632246703203126	449646161.68126416	514207962.2654878	0.0	0	428815.9958660736
58	21.6696433590855	515982360.1527697	382479597.3570374	0.0	0	492079.124596376
59	20.294451880149953	464513826.3960494	501842706.55358183	0.0	0	442994.90584950394
60	22.58393923028335	423002767.7707757	529408712.66310555	0.0	0	403406.8753917461
61	23.93662498403057	476923221.2771048	470873580.81729597	0.0	0	454829.42702970956
62	25.402138429173174	525807530.8283867	489756681.8659003	0.0	0	501449.1375240199
63	25.049472035413707	532917958.43096185	515739187.0655004	0.0	0	508230.1697072618
64	23.95824308356892	485358933.2235219	537079142.3760738	0.0	0	462874.34885360906
65	23.02846345700451	457348320.9271205	547639357.8828409	0.0	0	436161.3473197179
66	25.473961432061184	483471547.01205504	517014464.78013116	0.0	0	461074.3970985936
67	23.372438941103535	398805578.00819874	465316946.97769094	0.0	0	380330.6369859685
68	25.181165378939983	434320411.5987733	546482521.7449168	0.0	0	414200.22163274145
69	22.811791123579606	523344215.86967987	519683262.2019007	0.0	0	499099.93731468177
70	28.42049697364556	488262611.4886328	483856802.2689736	0.0	0	465643.5122381522
71	25.05624185858526	473225590.07221586	455017807.60515475	0.0	0	451303.0911180648
72	25.174821562628814	456745065.2085595	480652574.7765915	0.0	0	435586.03783470107
73	23.170486794568117	384399294.7903697	529061070.9864384	0.0	0	366591.73468625033
74	23.68073880807129	510545805.1887171	531886879.62398225	0.0	0	486894.42175742827
75	20.575368444414643	493263077.2803108	470308440.3297754	0.0	0	470412.3280337436
76	24.843722393689532	460794188.6502457	521490117.990518	0.0	0	439447.58286499575
77	21.11537565151663	362216794.10786074	517796991.0730184	0.0	0	345436.8535116775
78	20.31090918075101	459557042.70236987	536051385.75141025	0.0	0	438267.74854886055
79	26.9316749855466	467120454.4295893	481859011.86221683	0.0	0	445480.78005751537
80	23.91327137951314	420500460.43826914	488875631.80888444	0.0	0	401020.4891569796
81	23.439490507742114	407048056.84246016	492786463.4061178	0.0	0	388191.2773537256
82	19.043090787472398	491941046.01375526	493290469.84784704	0.0	0	469151.54076934356
83	22.478340904030354	433490107.44666976	484650295.37341535	0.0	0	413408.3818880746
84	19.906262649669937	391457880.26565105	461084890.0044155	0.0	0	373323.3263641843
85	27.941718920932026	486495008.9412134	525584467.862061	0.0	0	463957.7950870642
86	21.73333129403475	503692647.6201024	438561360.19838554	0.0	0	480358.7413979551
87	27.06835668385553	509866882.8455274	588960033.9803686	0.0	0	486246.95095589367
88	19.82883562416779	399426418.39415944	521522181.1699668	0.0	0	380922.7165166467
89	22.583893705979886	389303435.55977285	481290003.8272017	0.0	0	371268.687782071
90	28.97380682110701	489295075.4831762	536461572.111336	0.0	0	466628.1466323624
91	20.448237735331812	518756672.7001926	476026122.75166816	0.0	0	494724.91521853674
92	25.5272898507111	533848042.2952106	576340088.4983547	0.0	0	509117.1668006999
93	22.718611392679502	421859444.30665255	567465764.7247869	0.0	0	402316.5171686674
94	19.9603290478427	393727528.8548289	556901703.4281689	0.0	0	375487.83193095104
95	22.522174275452784	393633699.68357545	522902805.0210525	0.0	0	375398.349460197
96	22.225240843438897	445657020.0873967	450924580.4577509	0.0	0	425011.6539834943
97	25.22752658087756	453457059.1491691	528938071.73973954	0.0	0	432450.3509036721
98	22.19456714628315	424053287.39741105	493359735.5036419	0.0	0	404408.72897854896
99	25.693825726001208	471018367.85697025	476241562.4531521	0.0	0	449198.1199807837
100	26.37412993833952	485692060.52937204	612166562.7803876	0.0	0	463192.0438092918
101	26.335375059730968	427057493.62371135	483399716.38856184	0.0	0	407273.76329775935
102	22.474276729073935	335137163.12351096	458726817.541463	0.0	0	319611.70494414424
103	21.535319059461894	411854031.54132855	506201133.6357194	0.0	0	392774.6119893347
104	22.323507784355826	494200029.9074852	474331304.0282251	0.0	0	471305.8756899692
105	26.74522804199097	492501849.85643435	418705306.6345403	0.0	0	469686.3649906486
106	28.467509060519017	512003320.9792738	620976096.7962859	0.0	0	488284.4171326387
107	24.36087962658411	465737821.4132935	534875479.6231741	0.0	0	444162.1984608588
108	18.721263144855044	286035166.1197037	434756995.27059025	0.0	0	272784.3915173566
109	21.48103848749009	474069670.78836924	470871986.0935484	0.0	0	452108.0692180342
110	25.37717694413994	532975035.6807346	484836781.496361	0.0	0	508284.6028144211
111	16.276760479244835	481244021.074461	503025239.951676	0.0	0	458950.06282278144
112	28.51960361545213	480880468.00355166	527678234.07952917	0.0	0	458603.35159640474
113	22.2000783116193	444519097.85089797	510211622.25782543	0.0	0	423926.4467724782
114	20.374906937130028	448142873.8384065	516280239.2668151	0.0	0	427382.34886017453
115	14.889643172798971	451890162.24418694	478141201.6577155	0.0	0	430956.04156893434
116	22.406699370610085	443318165.08667505	492981285.42137593	0.0	0	422781.1480395079
117	17.486074853306565	483510304.16535044	535233106.46677554	0.0	0	461111.35880026856
118	20.04308233436298	488432237.5871244	449104883.1734385	0.0	0	465805.28029167594
119	17.195932259938534	427859872.5633265	445562976.45679855	0.0	0	408038.9714844957
120	16.345367049923937	426963478.328842	490545967.79913974	0.0	0	407184.1033256931
121	21.305607773005594	496581407.2439623	462979525.21248364	0.0	0	473576.9340934396
122	20.101257414234816	440641314.10621077	523588573.4550434	0.0	0	420228.30401059217
123	21.966520469217855	472723640.3737893	573245245.1812711	0.0	0	450824.3945825478
124	15.570760408043897	481138610.68039286	468858815.4505778	0.0	0	458849.53563727654
125	18.61192191418995	527617004.4210584	493531797.7844587	0.0	0	503174.7860155663
126	16.07755968840543	434102751.8298015	530202380.0992398	0.0	0	413992.6451013582
127	18.43345633288141	456527749.81514674	462078023.41893053	0.0	0	435378.78972544376
128	20.71696112418478	489367140.86212206	443686295.82967716	0.0	0	466696.8735333652
129	24.06342165931172	476321404.2608228	421534205.15252906	0.0	0	454255.4895981052
130	15.529512254951603	491476661.86163205	483654770.74992144	0.0	0	468708.6695305176
131	26.459925523378587	501017616.62742764	567534454.2359712	0.0	0	477807.63304465055
132	23.806353890520267	364705334.083718	587363281.2085509	0.0	0	347810.1101720029
133	23.236575270966743	495723550.60531455	426008491.7424458	0.0	0	472758.8182500024
134	26.97965463105319	493508724.8854322	559882073.5419326	0.0	0	470646.5958456346
135	20.71062890762821	464181571.05519646	581006207.315367	0.0	0	442678.0424644436
136	21.58690330343516	434704155.70129293	497289565.6104807	0.0	0	414566.1885273863
137	18.716712705462406	460956719.44781274	458331117.9238357	0.0	0	439602.58431226044
138	23.733379353442544	493920645.5262181	439450901.26861906	0.0	0	471039.4339811498
139	22.84722713503371	478869386.4814411	541973398.6358546	0.0	0	456685.4348005686
140	20.953635051430748	482652510.7929076	518250711.8779786	0.0	0	460293.30329218623
141	24.70090241740612	445354822.2549999	464793394.70777524	0.0	0	424723.45567226387
142	25.422621646925716	530341072.89168906	542058876.8523788	0.0	0	505772.6601521387
143	27.31027540410094	532692623.1175352	645585191.0827307	0.0	0	508015.27320626745
144	23.759090502023692	501555291.767574	498771486.2267028	0.0	0	478320.4000163785
145	26.193419156896347	425208362.75814676	459544371.42799926	0.0	0	405510.2946835963
146	25.077119223479073	501176490.3656573	534097755.19179344	0.0	0	477959.14684835175
147	26.155076148691705	476167784.0782538	535523405.82648396	0.0	0	454108.9859755077
148	23.953179171177347	471232442.87154806	459553998.1251735	0.0	0	449402.27782397077
149	15.981308999973832	450138683.31880337	468951971.9652353	0.0	0	429285.70110206923
150	23.067692051638698	437735820.0293163	518641076.8562429	0.0	0	417457.4089329875
151	27.12487425727918	491098217.8444523	531750049.5735579	0.0	0	468347.757191136
152	24.903642526132955	464996153.1138741	493972258.96847236	0.0	0	443454.8884524097
153	29.135802256317874	531463890.7922562	539992847.8311137	0.0	0	506843.46274591074
154	25.522876739567863	456273664.8894266	475919103.19995296	0.0	0	435136.4754575983
155	30.633054823124294	530174550.5969027	532327713.32100993	0.0	0	505613.852116492
156	23.87848819117339	494415865.6377399	570101475.9621335	0.0	0	471511.71268247615
157	20.482968817363655	415015004.36622214	513885252.72472626	0.0	0	395789.1505872938
158	25.48343254433456	426502957.0949755	496888505.75815904	0.0	0	406744.9160527951
159	26.413041094307054	517314201.27073085	499429353.99461585	0.0	0	493349.2672641093
160	24.918447122498396	440821205.14634895	496014491.2470234	0.0	0	420399.8614753237
161	24.398109771636804	537768595.4875176	518886593.69217616	0.0	0	512856.09768630733
162	24.588788821003693	480714235.44335395	500029894.60921574	0.0	0	458444.81987319374
163	21.288532607786642	430931049.0132273	522811407.71077234	0.0	0	410967.87358591764
164	26.31221158093654	400064466.91338867	461423800.1517378	0.0	0	381531.20700205676
165	24.384431036193494	483772673.0388936	490728154.6334465	0.0	0	461361.5732563912
166	24.97325148690843	509653787.68763053	533862263.51655793	0.0	0	486043.72757685726
167	26.15222215879116	427758115.65715003	539745389.5459108	0.0	0	407941.9285365581
168	24.347852495768027	439134239.0012699	441803399.5733882	0.0	0	418791.0451901149
169	24.785013155833056	443297407.67816895	563079201.3396382	0.0	0	422761.3522321405
170	23.95057773069938	476452796.2758494	528032660.22394764	0.0	0	454380.79478821694
171	23.235579188963143	482002261.08303624	472933114.20866895	0.0	0	459673.1768446315
172	26.48538539466822	527892572.0253423	468385183.6042158	0.0	0	503437.5877622054
173	20.809871197048896	375019387.2899785	453305241.91767913	0.0	0	357646.357812861
174	23.42589341850039	431189829.27620715	612601290.6784946	0.0	0	411214.6656763145
175	29.53834604155963	531379460.44887483	514097727.8125308	0.0	0	506762.9436959026
176	21.809681340630654	416409865.67244273	540303977.6018217	0.0	0	397119.3939899852
177	22.038832670292788	477545263.14201784	508073751.96743804	0.0	0	455422.6523800065
178	24.2849435383266	428936954.36053497	479025533.4885081	0.0	0	409066.15673116216
179	21.28003589711802	439744250.9633977	506898650.41599804	0.0	0	419372.79793109663
180	21.901173505202877	431062737.38862157	579594917.3298388	0.0	0	411093.4614073007
181	26.626301685278207	480783799.5104521	529975862.51168835	0.0	0	458511.1613373301
182	28.303390083932676	535469096.5756136	513803320.30372834	0.0	0	510663.12463342043
183	24.127602243295236	499915545.52982163	499339398.6854954	0.0	0	476756.61614401033
184	21.169068386013326	499132390.5218831	478551628.2141411	0.0	0	476009.741327174
185	21.607895593150246	496564672.85884285	533357837.4623086	0.0	0	473560.9749401503
186	18.44116810358185	383902052.85094976	514571985.35949904	0.0	0	366117.52781958546
187	19.077702283645195	374952770.97087854	480827783.0848456	0.0	0	357582.8275402818
188	23.90106652637502	520437963.8645896	527471462.6155727	0.0	0	496328.3194204229
189	24.839810856656918	492215936.778484	531772243.80012405	0.0	0	469413.6970314827
190	24.535940746484513	465491316.43292165	538951230.5791299	0.0	0	443927.1129922119
191	24.782664407089015	535161613.1041219	591442463.2933252	0.0	0	510369.88554393937
192	23.997797505840914	444935031.26311034	431100502.69170517	0.0	0	424323.11178504024
193	23.66334211777287	438677144.7284104	522998320.2617264	0.0	0	418355.12612191227
194	23.352725171121246	461924282.8527733	504049837.74463135	0.0	0	440525.32468106574
195	21.742510161503347	479387479.3306608	482246373.8439467	0.0	0	457179.52664438327
196	25.413879147074656	518233692.06268597	498044622.75648963	0.0	0	494226.16201656905
197	23.885399597086977	460436990.014589	527189973.61105025	0.0	0	439106.9317003147
198	22.25437237668646	516917600.67395294	516243970.7913595	0.0	0	492971.0394610909
199	24.171168207947037	400399906.6185366	516653398.33966106	0.0	0	381851.1072335593
200	22.64151519960581	422005631.40283424	470290989.58941144	0.0	0	402455.93204768596
201	24.857275929375657	503168208.5960714	536233282.439281	0.0	0	479858.5973702158
202	27.704650771599688	485635865.4285824	533524842.11301506	0.0	0	463138.451984961
203	25.62793715911622	509012928.149537	472109934.96315825	0.0	0	485432.55629495345
204	25.06614958288504	490604009.7788248	598599042.4352288	0.0	0	467876.4436519857
205	26.761637036446114	471089053.85595053	423689138.40489376	0.0	0	449265.5314025407
206	22.77775303230201	383995194.8151845	568453516.8947473	0.0	0	366206.3549186559
207	29.53566762403763	453846200.7320785	474554467.4487288	0.0	0	432821.46523673873
208	24.56128656231407	518537517.3714369	478628299.43377036	0.0	0	494515.91241019894
209	20.78962726639622	465211436.5736506	537828456.6986057	0.0	0	443660.1987587457
210	23.390692914381436	498958855.64496386	509495576.09279126	0.0	0	475844.245572056
211	27.71352325910071	534971019.0773087	538811734.9187214	0.0	0	510188.12091570726
212	24.55677469839419	548097070.3030071	510671053.6994082	0.0	0	522706.0988454888
213	24.875850816470955	514814312.87584835	577814868.4947119	0.0	0	490965.18790802796
214	27.799317918688295	517074248.85236293	464234751.059594	0.0	0	493120.43080555246
215	27.4587372085389	508125055.6008764	474700480.5097542	0.0	0	484585.81504905317
216	26.172908004151378	460603462.964144	478023094.4659482	0.0	0	439265.69267668156
217	23.57339815306225	538443013.1450318	616901948.3448879	0.0	0	513499.2724848098
218	26.014166196748143	477116878.11441356	484808892.5865195	0.0	0	455014.1125816475
219	28.12409024415728	511445143.71323824	527039078.4585096	0.0	0	487752.0978100189
220	27.149243839784035	452031145.2614977	533738087.9966374	0.0	0	431090.4934515931
221	23.596908635654117	508472820.3840803	435984585.5727485	0.0	0	484917.4693909458
222	26.819175811418724	528680300.3725651	482648758.69277847	0.0	0	504188.82405525696
223	22.368837391061238	369812477.3561727	625716254.8529265	0.0	0	352680.66154115
224	24.999607385108803	493135128.0372278	502011538.70083505	0.0	0	470290.30612681183
225	23.951847194199377	513241923.8991474	464940104.9323952	0.0	0	489465.6409255479
226	23.01952971894149	450652858.2227109	501035276.79449475	0.0	0	429776.05650206644
227	27.45926944165206	456771162.19936985	504108602.4966765	0.0	0	435610.92586457235
228	22.976148253597792	501248241.4030975	519361487.0134116	0.0	0	478027.5739699341
229	25.60824743895556	511194164.5508914	516310542.0586314	0.0	0	487512.7454289354
230	26.023665642770865	424910597.4208606	510895497.55778253	0.0	0	405226.3235291105
231	22.297809050240982	508913967.6057961	571020042.9764332	0.0	0	485338.18016605015
232	26.044625328404017	455129667.64813584	471703657.22810197	0.0	0	434045.4746705398
233	23.386240531557746	502257341.31350964	501495045.58546156	0.0	0	478989.9266371821
234	15.572437837467572	285675422.45388526	450280929.228526	0.0	0	272441.31322277576
235	25.261966620998084	486454078.683078	539935441.4659189	0.0	0	463918.7609511166
236	26.2642746193999	476151042.1347827	558089405.0204936	0.0	0	454093.01961401245
237	26.529810929386613	503126579.88650584	635947604.2144637	0.0	0	479818.8971390777
238	22.156146725439044	468709775.94957906	478851860.3906257	0.0	0	446996.47517164133
239	25.946310529807807	515600720.81958896	492513891.06738627	0.0	0	491715.16496619134
240	23.676842089265993	530471865.0028436	565166224.7864212	0.0	0	505897.3932293353
241	23.24690936284991	455797733.7555223	495038084.1603225	0.0	0	434682.59215881553
242	27.411958224393295	506408722.9072476	517903092.6580962	0.0	0	482948.9926407315
243	23.124179059097475	442404520.54925984	478573647.0098923	0.0	0	421909.8287098501
244	25.081678261682317	416310376.3695358	494218830.86318237	0.0	0	397024.51359704573
245	27.559112533690886	472250670.78005534	505438141.2106522	0.0	0	450373.33562856243
246	23.990487740762354	536742280.79477334	638382708.5105762	0.0	0	511877.327723287
247	24.995775126105976	493942404.09410584	495510744.5293592	0.0	0	471060.1845685059
248	17.617492045430623	277111358.5190513	448597981.54928416	0.0	0	264273.9854040635
249	26.379496008128605	441101290.8809333	519952001.5689337	0.0	0	420666.9720467884
250	22.347112086861898	388797059.7325351	536702144.97895443	0.0	0	370785.7701611855
251	23.49445387770213	432004298.5477225	497711690.48602617	0.0	0	411991.4041020608
252	24.163831112234487	364826843.8342491	410249689.650055	0.0	0	347925.9909002771
253	22.993495790273514	458760366.64807343	474970314.6186443	0.0	0	437507.97905738204
254	24.288239577470883	530319211.8732357	565402260.5755136	0.0	0	505751.8118603093
255	25.90775748694229	494227078.4731336	441862604.9088367	0.0	0	471331.67121232353
256	22.269352202291802	540793867.75657	608003131.8574666	0.0	0	515741.2221494387
257	27.155345682843947	535822385.3027061	525459921.62141013	0.0	0	511000.04701872467
258	26.02909942309821	474395135.3806838	523958331.9666195	0.0	0	452418.4564406242
259	24.372368743529577	495441664.80536443	553370308.1388801	0.0	0	472489.99100243044
260	27.336674562218416	522998403.4621125	500532055.68829757	0.0	0	498770.1449032902
261	20.361768399841683	455584305.6285611	525364138.61320215	0.0	0	434479.05123573425
262	24.269043102187258	468795058.12644976	529864772.2672322	0.0	0	447077.8065933703
263	22.555630837877565	527434769.5993785	475763706.07597595	0.0	0	503000.9933465751
264	23.735657710638026	448063062.5680306	495905536.6655152	0.0	0	427306.2349014574
265	23.911790589451915	465779334.841061	536796956.9270135	0.0	0	444201.7887507067
266	28.695980002791167	480831385.8072568	461540334.8060961	0.0	0	458556.54316640535
267	28.924187960985986	465450498.3831939	476284913.3376643	0.0	0	443888.18586654076
268	22.190754749228553	455329674.07821155	515553467.97397405	0.0	0	434236.21566601895
269	21.91746935341323	434462592.05596346	478408795.8521897	0.0	0	414335.8154830583
270	26.2710697848372	486028827.94446784	502036870.94330573	0.0	0	463513.2102436713
271	25.92498800373574	514447056.7898263	545876160.9239103	0.0	0	490614.9452112448
272	28.83064072875061	452691147.03003615	518937724.541584	0.0	0	431719.92018703086
273	24.7580388614917	516530583.5432884	511580050.087378	0.0	0	492601.9511635669
274	24.710992317370316	506648222.99208814	476226024.3310725	0.0	0	483177.39772042114
275	24.11404287637531	473939496.9112991	552265486.3243585	0.0	0	451983.92573480523
276	24.686602850422968	515181184.9631279	522326612.6179366	0.0	0	491315.0643950727
277	29.356202594292228	497847912.6284383	561135877.9491305	0.0	0	474784.7677502042
278	27.290338408001645	474363851.03987366	510440134.04612416	0.0	0	452388.6213682879
279	17.67652638845814	356370662.2728506	504103914.5167951	0.0	0	339861.54773030325
280	27.14082830645585	530206419.480539	493289362.5843345	0.0	0	505644.2446523085
281	26.558589954151717	458968459.0390098	454985859.39254284	0.0	0	437706.4314260576
282	28.715404712924	447802441.5654163	600884857.9378548	0.0	0	427057.68734494806
283	28.365995215588303	540845825.3191217	527434772.5249916	0.0	0	515790.77274238726
284	25.42433358969926	527172827.8042226	538761564.8984655	0.0	0	502751.18618414155
285	24.430735107389225	471586124.09156436	567688550.3854178	0.0	0	449739.5745196954
286	24.80642685917468	364100520.13973385	431683387.7304427	0.0	0	347233.31464742083
287	27.236775850570485	435002727.4007684	476518256.3716305	0.0	0	414850.92868878203
288	23.912362959342754	387718274.8157584	529969486.5451131	0.0	0	369756.9606931291
289	23.227700343424065	485299982.77089417	568901091.9359578	0.0	0	462818.12932099734
290	20.997850249366245	423698518.5697714	460576137.54273194	0.0	0	404070.39505936747
291	22.700973579352837	389606983.4004177	554149219.5148069	0.0	0	371558.1735614946
292	23.213293108908843	494789836.36342776	469451369.56172365	0.0	0	471868.35895865207
293	26.970787041038715	494126258.37496704	515102057.31139266	0.0	0	471235.5216741247
294	24.05441125860883	504262724.38186634	537727222.2132149	0.0	0	480902.4089640296
295	24.12942329543279	477382858.4146915	539322722.0147669	0.0	0	455267.7711626926
296	26.166280145677906	526178201.2744947	537676810.0307763	0.0	0	501802.63640832424
297	28.55585600976188	549474592.3687086	568962015.3157797	0.0	0	524019.8062598312
298	26.40023828826266	511117702.52080905	537018908.6999449	0.0	0	487439.8255546658
299	22.240839352596925	519036969.8699823	487364826.42565584	0.0	0	494992.22743032646
300	25.145622407890635	495024080.12318575	493715916.55809665	0.0	0	472091.7512161119
301	29.73248358871656	466518024.244383	504234230.5878294	0.0	0	444906.25786245614
302	28.052428936735588	520703127.39488316	484889831.70989996	0.0	0	496581.19906891155
303	23.40280436038492	477463435.8144967	574206514.5499926	0.0	0	455344.61575936974
304	28.634093587322024	517182193.8014387	569693809.9866533	0.0	0	493223.375131072
305	24.66889811623825	461289822.03879166	522857320.93366396	0.0	0	439920.2556980054
306	26.082647327337348	550984364.802297	612877077.6540498	0.0	0	525459.6374533625
307	23.954731600265536	511000900.30687165	477141736.6807441	0.0	0	487328.4342831341
308	25.65626955005191	492651944.2768405	541521021.9739066	0.0	0	469829.5061844258
309	23.043680074004186	402392247.68394464	484325049.9674386	0.0	0	383751.1517371602
310	25.28306415345729	472704611.1169526	526816422.1783334	0.0	0	450806.24686904217
311	27.558104145557138	520973993.6309409	501503953.4948862	0.0	0	496839.51724142133
312	23.509996490848017	391251445.6675279	513268548.4161812	0.0	0	373126.45498993684
313	22.367692287094822	454221131.65655124	559822457.170257	0.0	0	433179.0272298347
314	21.362220219578965	485701773.54737496	538792539.9838562	0.0	0	463201.306865096
315	21.402267889236125	421561554.43842113	461705664.0968052	0.0	0	402032.4272522176
316	24.30170642303696	465818635.3867887	488154126.0803614	0.0	0	444239.268671788
317	23.927281958397394	507144190.0189613	546940584.9454105	0.0	0	483650.3887357343
318	16.79277732774219	326316959.6885303	468537132.3001038	0.0	0	311200.1034627251
319	26.998360645134863	513358675.43211627	547571623.5776451	0.0	0	489576.98386394157
320	20.897424038097245	456498760.29811823	508699027.78641135	0.0	0	435351.14316760853
321	22.83591800230675	431521126.27148217	551704672.0741892	0.0	0	411530.61511181085
322	26.54431805385867	498620706.8330053	474066808.5692145	0.0	0	475521.7617349675
323	20.26895085871963	465622799.5610791	505232061.45568377	0.0	0	444052.5050745766
324	24.33967095242986	486712347.2778431	522982377.2276726	0.0	0	464165.0650766783
325	24.376510955761706	531918841.042159	582586123.5183012	0.0	0	507277.33711448585
326	29.462701209278723	524130889.936906	530192292.34690166	0.0	0	499850.1681679782
327	26.417805144707323	511808796.2960935	562190447.7369127	0.0	0	488098.90393838263
328	22.73205743601785	456502003.6748863	580086493.0746511	0.0	0	435354.2362927305
329	25.93547504248114	511310338.19305265	476689936.59759957	0.0	0	487623.5372477078
330	23.439058057639745	413253450.074646	463407858.6317649	0.0	0	394109.2015024624
331	29.035241525972708	521527351.06311303	518709899.98970777	0.0	0	497367.24001227674
332	21.12788377616031	407326329.93615013	531458621.0122663	0.0	0	388456.6592561245
333	29.42139632509208	463331219.2207103	555494297.8329307	0.0	0	441867.08375998505
334	22.801037004899026	442174538.9632756	509297855.58133465	0.0	0	421690.50117805065
335	19.988562616338214	439835064.0040531	519764878.8549991	0.0	0	419459.40399556456
336	23.017298719711672	478335598.64759207	527027101.26628566	0.0	0	456176.37505301664
337	26.846302691318396	521659534.716583	498976748.78293335	0.0	0	497493.3001676397
338	22.8051170441023	470223585.779748	466043353.9942566	0.0	0	448440.15672659676
339	26.109596914371146	514766893.373566	498548065.7255604	0.0	0	490919.9651466043
340	22.653677896142987	392634866.78869027	555857081.3983775	0.0	0	374445.7881819633
341	30.46099700542783	515460776.6372924	520876377.9692518	0.0	0	491581.70379380457
342	24.425845670114896	415011205.42155534	547447794.9306604	0.0	0	395785.52763133554
343	22.55965500317588	437524059.33477664	506220496.99201506	0.0	0	417255.45819738077
344	22.629091438780343	408847247.3878516	555990099.3542631	0.0	0	389907.11916718655
345	22.467233468554777	505922456.290228	570813234.706695	0.0	0	482485.25265715417
346	29.80184652062866	532416492.30997384	557010302.0084224	0.0	0	507751.93434712756
347	22.80867629665906	422717325.94440407	620625955.1007637	0.0	0	403134.6568531074
348	23.00642747318047	445042204.9688667	531959692.0029909	0.0	0	424425.32059561403
